"","userID","game","status","hours","X"
"143",54103616,"Counter-Strike Global Offensive","play",1028,0
"144",54103616,"Counter-Strike","play",1008,0
"145",54103616,"Left 4 Dead","play",148,0
"146",54103616,"Team Fortress 2","play",72,0
"147",54103616,"H1Z1","play",36,0
"148",54103616,"The Elder Scrolls V Skyrim","play",35,0
"149",54103616,"Counter-Strike Source","play",32,0
"150",54103616,"Borderlands 2","play",21,0
"151",54103616,"Left 4 Dead 2","play",15.8,0
"152",54103616,"Battlefield Bad Company 2","play",8.6,0
"153",54103616,"Portal 2","play",7.3,0
"154",54103616,"Dota 2","play",3.1,0
"155",54103616,"Terraria","play",1.7,0
"156",222277839,"Dota 2","play",86,0
"157",298547051,"Team Fortress 2","play",3.3,0
"158",298547051,"Dota 2","play",0.3,0
"159",264253640,"Dota 2","play",142,0
"160",264253640,"Warframe","play",4.2,0
"161",264253640,"Tom Clancy's Ghost Recon Phantoms - NA","play",1.1,0
"162",125718844,"Dota 2","play",1.1,0
"163",230599183,"Dota 2","play",2.3,0
"164",38763767,"Counter-Strike","play",0.8,0
"165",164543231,"Garry's Mod","play",105,0
"166",164543231,"Team Fortress 2","play",30,0
"167",164543231,"Unturned","play",14.9,0
"168",164543231,"Counter-Strike Global Offensive","play",7.4,0
"169",164543231,"Robocraft","play",5.6,0
"170",164543231,"Saints Row The Third","play",3.4,0
"171",164543231,"Dota 2","play",0.4,0
"172",163617342,"Dota 2","play",891,0
"173",163617342,"Counter-Strike Global Offensive","play",853,0
"174",295931968,"Team Fortress 2","play",6.6,0
"175",165034415,"Dota 2","play",3.6,0
"176",298389371,"Counter-Strike Global Offensive","play",231,0
"177",298389371,"H1Z1","play",6.6,0
"178",126640783,"Dota 2","play",9.9,0
"179",119410870,"Team Fortress 2","play",4.5,0
"180",243440565,"Dota 2","play",0.5,0
"181",157694162,"Dota 2","play",2,0
"182",263856756,"Grand Theft Auto V","play",499,0
"183",124395695,"Team Fortress 2","play",29,0
"184",126656629,"Dota 2","play",2.4,0
"185",197821092,"Dota 2","play",1.5,0
"186",294797577,"Dota 2","play",10.1,0
"187",228507886,"Dota 2","play",6.5,0
"188",49769103,"Call of Duty Modern Warfare 2 - Multiplayer","play",153,0
"189",49769103,"Counter-Strike Source","play",63,0
"190",49769103,"Call of Duty Modern Warfare 2","play",26,0
"191",49769103,"Left 4 Dead 2","play",1.4,0
"192",239397807,"Dota 2","play",0.4,0
"193",300601393,"Counter-Strike Global Offensive","play",13.4,0
"194",300601393,"Euro Truck Simulator 2","play",12,0
"195",109278470,"Counter-Strike Global Offensive","play",75,0
"196",109278470,"Team Fortress 2","play",0.5,0
"197",197509386,"Dota 2","play",550,0
"198",92842632,"Team Fortress 2","play",27,0
"199",92842632,"Dungeon Defenders","play",16.8,0
"200",92842632,"Chivalry Medieval Warfare","play",6.9,0
"201",103973922,"Empire Total War","play",303,0
"202",103973922,"Napoleon Total War","play",3.5,0
"203",5270060,"Counter-Strike Source","play",12.2,0
"204",5270060,"Battlefield Bad Company 2","play",2.9,0
"205",5270060,"Team Fortress 2","play",0.9,0
"206",5270060,"Counter-Strike","play",0.1,0
"207",171847029,"Counter-Strike Global Offensive","play",639,0
"208",171847029,"DayZ","play",479,0
"209",171847029,"PAYDAY 2","play",65,0
"210",171847029,"Grand Theft Auto V","play",33,0
"211",171847029,"War Thunder","play",30,0
"212",171847029,"Arma 3","play",19.8,0
"213",171847029,"H1Z1","play",11.3,0
"214",171847029,"Arma 2 Operation Arrowhead","play",4.2,0
"215",171847029,"Team Fortress 2","play",1,0
"216",171847029,"Rising Storm/Red Orchestra 2 Multiplayer","play",0.8,0
"217",171847029,"Just Cause 2","play",0.7,0
"218",171847029,"Robocraft","play",0.5,0
"219",111479516,"Dota 2","play",865,0
"220",64350600,"Counter-Strike","play",271,0
"221",64350600,"Unturned","play",10.7,0
"222",64350600,"Left 4 Dead 2","play",8.6,0
"223",64350600,"Dota 2","play",2.4,0
"224",117217039,"Dota 2","play",60,0
"225",93085014,"Total War ROME II - Emperor Edition","play",31,0
"226",180331040,"Dota 2","play",1256,0
"227",303032390,"XCOM Enemy Unknown","play",110,0
"228",150103338,"Dota 2","play",1.9,0
"229",92173524,"Torchlight II","play",0.4,0
"230",92173524,"Dungeon Defenders","play",0.3,0
"231",151229648,"Starbound","play",153,0
"232",151229648,"DayZ","play",79,0
"233",151229648,"Clicker Heroes","play",13.3,0
"234",151229648,"H1Z1","play",12.3,0
"235",151229648,"PlanetSide 2","play",6.4,0
"236",151229648,"Left 4 Dead 2","play",2.7,0
"237",151229648,"Borderlands","play",0.3,0
"238",151229648,"Path of Exile","play",0.2,0
"239",253773352,"Unturned","play",0.3,0
"240",250870371,"Dota 2","play",0.3,0
"241",175143479,"Dota 2","play",1.9,0
"242",56038151,"Sid Meier's Civilization V","play",72,0
"243",56038151,"Don't Starve","play",58,0
"244",56038151,"Borderlands 2","play",21,0
"245",56038151,"Deus Ex Human Revolution","play",14.6,0
"246",56038151,"The Elder Scrolls V Skyrim","play",14.6,0
"247",56038151,"BioShock Infinite","play",6.6,0
"248",56038151,"DC Universe Online","play",3.8,0
"249",56038151,"Borderlands","play",2.5,0
"250",56038151,"Left 4 Dead","play",1,0
"251",56038151,"Might & Magic Heroes VI","play",0.9,0
"252",56038151,"Warhammer 40,000 Dawn of War II","play",0.8,0
"253",56038151,"Portal 2","play",0.8,0
"254",56038151,"Left 4 Dead 2","play",0.5,0
"255",124884511,"Dota 2","play",1447,0
"256",124884511,"Unturned","play",0.3,0
"257",148928721,"Dota 2","play",2594,0
"258",148928721,"Counter-Strike Global Offensive","play",51,0
"259",148928721,"Team Fortress 2","play",1,0
"260",148928721,"War Thunder","play",0.4,0
"261",150965343,"Dota 2","play",5.3,0
"262",46759859,"Counter-Strike Condition Zero","play",490,0
"263",46759859,"Counter-Strike","play",316,0
"264",268158408,"Unturned","play",5.7,0
"265",257377008,"Counter-Strike Global Offensive","play",27,0
"266",257377008,"Call of Duty Black Ops II - Multiplayer","play",4.4,0
"267",133262375,"Dota 2","play",290,0
"268",202092286,"Garry's Mod","play",7.6,0
"269",136554467,"Dota 2","play",101,0
"270",136554467,"Counter-Strike Global Offensive","play",63,0
"271",185040259,"Total War ROME II - Emperor Edition","play",4.5,0
"272",287943546,"Team Fortress 2","play",1.9,0
"273",136246724,"Dota 2","play",0.2,0
"274",189191657,"Robocraft","play",133,0
"275",189191657,"Unturned","play",21,0
"276",189191657,"Team Fortress 2","play",18.3,0
"277",57234698,"Dota 2","play",2.6,0
"278",55446861,"Counter-Strike Source","play",22,0
"279",2428602,"Dota 2","play",473,0
"280",2428602,"Counter-Strike","play",1.4,0
"281",104077418,"Warhammer 40,000 Dawn of War II","play",2.2,0
"282",164927653,"Dota 2","play",0.2,0
"283",9544834,"Counter-Strike","play",101,0
"284",9544834,"Half-Life 2 Deathmatch","play",0.3,0
"285",287061478,"ARK Survival Evolved","play",409,0
"286",32592631,"Call of Duty Modern Warfare 2 - Multiplayer","play",110,0
"287",32592631,"Call of Duty Black Ops - Multiplayer","play",74,0
"288",32592631,"Call of Duty Modern Warfare 3 - Multiplayer","play",18.6,0
"289",32592631,"Call of Duty Modern Warfare 2","play",16,0
"290",32592631,"Call of Duty Black Ops","play",13.5,0
"291",32592631,"Call of Duty Modern Warfare 3","play",7,0
"292",57103808,"Mount & Blade Warband","play",128,0
"293",57103808,"Empire Total War","play",83,0
"294",57103808,"XCOM Enemy Unknown","play",60,0
"295",57103808,"Terraria","play",59,0
"296",57103808,"Total War ROME II - Emperor Edition","play",57,0
"297",57103808,"Arma 3","play",43,0
"298",57103808,"War Thunder","play",36,0
"299",57103808,"Sid Meier's Civilization V","play",35,0
"300",57103808,"Arma 2 Operation Arrowhead","play",28,0
"301",57103808,"Rising Storm/Red Orchestra 2 Multiplayer","play",27,0
"302",57103808,"Napoleon Total War","play",17.4,0
"303",57103808,"PlanetSide 2","play",16.6,0
"304",57103808,"Counter-Strike Source","play",13.2,0
"305",57103808,"Garry's Mod","play",11.5,0
"306",57103808,"Robocraft","play",9.5,0
"307",57103808,"Killing Floor","play",8,0
"308",57103808,"Half-Life 2","play",5.2,0
"309",57103808,"Counter-Strike Global Offensive","play",4.9,0
"310",57103808,"Team Fortress 2","play",1.8,0
"311",57103808,"Don't Starve","play",1.2,0
"312",215578265,"Dota 2","play",1.2,0
"313",197172884,"Unturned","play",0.4,0
"314",242349023,"Dota 2","play",56,0
"315",99609673,"Team Fortress 2","play",1,0
"316",63276972,"Don't Starve","play",88,0
"317",63276972,"Sid Meier's Civilization V","play",79,0
"318",63276972,"Rust","play",13.4,0
"319",63276972,"AdVenture Capitalist","play",5.4,0
"320",63276972,"Left 4 Dead 2","play",3.6,0
"321",63276972,"Half-Life 2","play",3.4,0
"322",183005527,"Dota 2","play",6.4,0
"323",92342574,"Call of Duty Modern Warfare 3","play",0.8,0
"324",92342574,"Call of Duty Modern Warfare 3 - Multiplayer","play",0.3,0
"325",87445402,"Fallout 4","play",83,0
"326",248613483,"ARK Survival Evolved","play",139,0
"327",248613483,"Rocket League","play",39,0
"328",84668956,"Team Fortress 2","play",2.4,0
"329",226130045,"Neverwinter","play",8.7,0
"330",145904806,"Team Fortress 2","play",1.4,0
"331",164591420,"Team Fortress 2","play",2.6,0
"332",171982044,"Dota 2","play",1.6,0
"333",94088853,"The Elder Scrolls V Skyrim","play",320,0
"334",94088853,"Sid Meier's Civilization V","play",253,0
"335",94088853,"Far Cry 3","play",29,0
"336",94088853,"Age of Empires II HD Edition","play",27,0
"337",94088853,"Borderlands 2","play",25,0
"338",94088853,"Unturned","play",16.8,0
"339",94088853,"Dota 2","play",15.6,0
"340",94088853,"Dungeon Defenders","play",14.3,0
"341",94088853,"Terraria","play",11.2,0
"342",94088853,"Portal 2","play",8.1,0
"343",94088853,"Dark Souls Prepare to Die Edition","play",0.6,0
"344",48058475,"Counter-Strike Source","play",543,0
"345",48058475,"Half-Life 2 Deathmatch","play",81,0
"346",48058475,"DC Universe Online","play",77,0
"347",48058475,"Left 4 Dead","play",21,0
"348",48058475,"Day of Defeat Source","play",2.2,0
"349",170095814,"AdVenture Capitalist","play",85,0
"350",170095814,"War Thunder","play",60,0
"351",170095814,"Dota 2","play",7,0
"352",170095814,"Neverwinter","play",1.9,0
"353",170095814,"Robocraft","play",1.6,0
"354",212751581,"Counter-Strike Global Offensive","play",432,0
"355",212751581,"Unturned","play",0.6,0
"356",301883131,"Dota 2","play",0.3,0
"357",31887051,"Football Manager 2013","play",145,0
"358",116085629,"The Elder Scrolls V Skyrim","play",80,0
"359",202395275,"Dota 2","play",4.3,0
"360",248444377,"Garry's Mod","play",213,0
"361",248444377,"Counter-Strike Global Offensive","play",60,0
"362",25941262,"Counter-Strike Source","play",89,0
"363",25941262,"Counter-Strike","play",0.8,0
"364",148510973,"Mount & Blade Warband","play",1056,0
"365",148510973,"Counter-Strike Global Offensive","play",488,0
"366",148510973,"Team Fortress 2","play",75,0
"367",148510973,"The Elder Scrolls V Skyrim","play",73,0
"368",148510973,"Unturned","play",6,0
"369",148510973,"Left 4 Dead 2","play",2.4,0
"370",148510973,"Rust","play",1.5,0
"371",148510973,"Chivalry Medieval Warfare","play",1.4,0
"372",148510973,"Rocket League","play",0.7,0
"373",148510973,"Portal 2","play",0.6,0
"374",148510973,"Terraria","play",0.3,0
"375",64369759,"DC Universe Online","play",43,0
"376",64369759,"Warhammer 40,000 Dawn of War II","play",23,0
"377",64369759,"Dota 2","play",19.6,0
"378",64369759,"Borderlands","play",12.1,0
"379",64369759,"Borderlands 2","play",9.4,0
"380",64369759,"Far Cry 3","play",4.9,0
"381",64369759,"Portal 2","play",1.9,0
"382",289893544,"Dota 2","play",4.8,0
"383",223471406,"Dota 2","play",2.7,0
"384",210778610,"Dota 2","play",5.7,0
"385",125699277,"DC Universe Online","play",57,0
"386",173857208,"Dota 2","play",0.6,0
"387",9823354,"Total War SHOGUN 2","play",243,0
"388",9823354,"Total War ROME II - Emperor Edition","play",218,0
"389",9823354,"Empire Total War","play",193,0
"390",9823354,"Sid Meier's Civilization V","play",153,0
"391",9823354,"The Elder Scrolls V Skyrim","play",143,0
"392",9823354,"Medieval II Total War","play",86,0
"393",9823354,"The Witcher 3 Wild Hunt","play",83,0
"394",9823354,"XCOM Enemy Unknown","play",65,0
"395",9823354,"Half-Life 2","play",24,0
"396",9823354,"Far Cry 3","play",22,0
"397",9823354,"Sid Meier's Civilization IV Beyond the Sword","play",21,0
"398",9823354,"Portal 2","play",16.9,0
"399",9823354,"BioShock Infinite","play",15.6,0
"400",9823354,"PlanetSide 2","play",13.1,0
"401",9823354,"Team Fortress 2","play",12.6,0
"402",9823354,"Counter-Strike Source","play",7.9,0
"403",9823354,"Deus Ex Human Revolution","play",7.4,0
"404",9823354,"Crusader Kings II","play",6.7,0
"405",9823354,"Left 4 Dead 2","play",2.7,0
"406",9823354,"Borderlands 2","play",2.2,0
"407",9823354,"Counter-Strike","play",2.2,0
"408",9823354,"Europa Universalis IV","play",2.1,0
"409",9823354,"Fallout New Vegas","play",1.4,0
"410",9823354,"Rising Storm/Red Orchestra 2 Multiplayer","play",1.2,0
"411",9823354,"PAYDAY 2","play",0.9,0
"412",9823354,"Day of Defeat Source","play",0.2,0
"413",9823354,"Half-Life 2 Deathmatch","play",0.1,0
"414",165269326,"Dota 2","play",26,0
"415",226033921,"Grand Theft Auto V","play",86,0
"416",226033921,"Dota 2","play",1.8,0
"417",232064401,"Dota 2","play",4.5,0
"418",141593973,"Dota 2","play",423,0
"419",174965596,"Dota 2","play",6.6,0
"420",100519466,"Arma 3","play",2484,0
"421",100519466,"Garry's Mod","play",188,0
"422",100519466,"ARK Survival Evolved","play",183,0
"423",100519466,"Arma 2 Operation Arrowhead","play",147,0
"424",100519466,"Saints Row The Third","play",114,0
"425",100519466,"Space Engineers","play",83,0
"426",100519466,"Robocraft","play",73,0
"427",100519466,"Team Fortress 2","play",36,0
"428",100519466,"PAYDAY 2","play",30,0
"429",100519466,"Euro Truck Simulator 2","play",29,0
"430",100519466,"Borderlands 2","play",15.6,0
"431",100519466,"Portal 2","play",15,0
"432",100519466,"Rocket League","play",9.7,0
"433",100519466,"Warframe","play",6.6,0
"434",100519466,"Don't Starve","play",3.6,0
"435",100519466,"The Elder Scrolls V Skyrim","play",3.5,0
"436",100519466,"PlanetSide 2","play",3.4,0
"437",100519466,"War Thunder","play",1.6,0
"438",100519466,"APB Reloaded","play",1.4,0
"439",107886872,"Left 4 Dead 2","play",27,0
"440",153415214,"Dota 2","play",0.2,0
"441",180789959,"Borderlands 2","play",14.8,0
"442",180789959,"The Elder Scrolls V Skyrim","play",5,0
"443",180789959,"Team Fortress 2","play",3.5,0
"444",236541446,"Dota 2","play",0.2,0
"445",155997063,"Team Fortress 2","play",3,0
"446",168031436,"Fallout New Vegas","play",60,0
"447",168031436,"The Elder Scrolls V Skyrim","play",14.1,0
"448",168031436,"Saints Row The Third","play",12.5,0
"449",168031436,"Tom Clancy's Ghost Recon Phantoms - NA","play",9,0
"450",168031436,"Garry's Mod","play",4.8,0
"451",168031436,"Rust","play",0.4,0
"452",169358223,"Team Fortress 2","play",407,0
"453",162543176,"Counter-Strike Global Offensive","play",21,0
"454",162543176,"Garry's Mod","play",20,0
"455",162543176,"Team Fortress 2","play",11.5,0
"456",162543176,"Borderlands 2","play",2,0
"457",162543176,"Just Cause 2","play",0.3,0
"458",95898619,"Counter-Strike Source","play",396,0
"459",95898619,"Counter-Strike Global Offensive","play",227,0
"460",95898619,"Counter-Strike Condition Zero","play",12.6,0
"461",95898619,"Counter-Strike","play",2.4,0
"462",185685666,"Unturned","play",0.6,0
"463",185685666,"Robocraft","play",0.2,0
"464",308280913,"Dota 2","play",2.3,0
"465",215492239,"Unturned","play",6.2,0
"466",16167221,"Counter-Strike Condition Zero","play",722,0
"467",16167221,"Counter-Strike","play",35,0
"468",16167221,"Total War ROME II - Emperor Edition","play",15.9,0
"469",16167221,"Half-Life 2","play",13,0
"470",16167221,"Team Fortress 2","play",2.1,0
"471",16167221,"Warframe","play",1.3,0
"472",16167221,"Neverwinter","play",0.7,0
"473",19586574,"Counter-Strike","play",38,0
"474",19586574,"Portal 2","play",25,0
"475",19586574,"Garry's Mod","play",12.2,0
"476",19586574,"Counter-Strike Global Offensive","play",11.4,0
"477",19586574,"Left 4 Dead 2","play",6.9,0
"478",19586574,"Dota 2","play",3.3,0
"479",19586574,"Counter-Strike Condition Zero","play",3.3,0
"480",200759485,"Counter-Strike","play",5.1,0
"481",200759485,"Dota 2","play",0.4,0
"482",82792088,"Football Manager 2011","play",63,0
"483",153290864,"Team Fortress 2","play",0.8,0
"484",213909719,"The Binding of Isaac","play",67,0
"485",219446813,"Dota 2","play",210,0
"486",41883322,"The Elder Scrolls V Skyrim","play",107,0
"487",41883322,"Total War SHOGUN 2","play",24,0
"488",260269555,"Dota 2","play",3.2,0
"489",186333740,"Dota 2","play",6.6,0
"490",142004534,"Dota 2","play",94,0
"491",99017037,"Far Cry 3","play",143,0
"492",99017037,"Torchlight II","play",44,0
"493",170491009,"Terraria","play",286,0
"494",170491009,"Team Fortress 2","play",197,0
"495",170491009,"Garry's Mod","play",55,0
"496",170491009,"The Elder Scrolls V Skyrim","play",48,0
"497",170491009,"Far Cry 3","play",34,0
"498",170491009,"Borderlands 2","play",31,0
"499",170491009,"ARK Survival Evolved","play",31,0
"500",170491009,"Rocket League","play",14.4,0
"501",170491009,"Warframe","play",14.1,0
"502",170491009,"Kerbal Space Program","play",4.4,0
"503",170491009,"Robocraft","play",4.2,0
"504",195459356,"Arma 2 Operation Arrowhead","play",0.5,0
"505",30280104,"Counter-Strike Source","play",3.3,0
"506",30280104,"Half-Life 2 Deathmatch","play",2,0
"507",30280104,"Dota 2","play",1.5,0
"508",227153589,"Dota 2","play",1.2,0
"509",64365339,"Call of Duty Modern Warfare 2 - Multiplayer","play",80,0
"510",64365339,"Call of Duty Modern Warfare 2","play",24,0
"511",103669953,"Portal 2","play",4.7,0
"512",299670894,"Euro Truck Simulator 2","play",3.9,0
"513",237275985,"Counter-Strike Global Offensive","play",46,0
"514",178709401,"Dota 2","play",200,0
"515",198156213,"Dota 2","play",17,0
"516",190231757,"The Elder Scrolls V Skyrim","play",18,0
"517",212284721,"Dota 2","play",0.9,0
"518",20321898,"Counter-Strike Source","play",1,0
"519",48239695,"Sid Meier's Civilization V","play",312,0
"520",48239695,"Fallout New Vegas","play",98,0
"521",48239695,"Half-Life 2","play",22,0
"522",201512283,"Dota 2","play",0.4,0
"523",293463755,"Europa Universalis IV","play",8.9,0
"524",131227694,"Counter-Strike Global Offensive","play",90,0
"525",131227694,"Borderlands 2","play",29,0
"526",131227694,"Rocket League","play",28,0
"527",131227694,"Dota 2","play",2,0
"528",131227694,"Warhammer 40,000 Dawn of War II","play",0.3,0
"529",201697182,"Counter-Strike Global Offensive","play",76,0
"530",150751526,"Dota 2","play",374,0
"531",150751526,"DARK SOULS II","play",191,0
"532",150751526,"Counter-Strike Global Offensive","play",53,0
"533",150751526,"Saints Row The Third","play",48,0
"534",150751526,"Unturned","play",46,0
"535",150751526,"Garry's Mod","play",46,0
"536",150751526,"Warframe","play",17.2,0
"537",150751526,"Neverwinter","play",16.4,0
"538",150751526,"War Thunder","play",7.5,0
"539",150751526,"Stronghold Kingdoms","play",5.9,0
"540",150751526,"The Binding of Isaac","play",5.7,0
"541",150751526,"Team Fortress 2","play",5,0
"542",150751526,"Robocraft","play",3.9,0
"543",150751526,"Portal 2","play",1.6,0
"544",150751526,"Chivalry Medieval Warfare","play",1.4,0
"545",241208825,"Dota 2","play",331,0
"546",249165768,"Counter-Strike Global Offensive","play",622,0
"547",249165768,"Dota 2","play",59,0
"548",249165768,"Battlefield Bad Company 2","play",4,0
"549",249165768,"Killing Floor","play",4,0
"550",249165768,"Counter-Strike Source","play",2.9,0
"551",124462762,"Empire Total War","play",2.4,0
"552",239478937,"Unturned","play",0.6,0
"553",83851086,"Team Fortress 2","play",0.8,0
"554",145658798,"Dota 2","play",1.7,0
"555",210669058,"Dota 2","play",1.4,0
"556",130280718,"Team Fortress 2","play",68,0
"557",130280718,"Counter-Strike Global Offensive","play",16.5,0
"558",130280718,"Garry's Mod","play",16.2,0
"559",130280718,"PAYDAY 2","play",11.7,0
"560",130280718,"Dota 2","play",9.8,0
"561",130280718,"Unturned","play",7.1,0
"562",130280718,"Robocraft","play",4.4,0
"563",130280718,"Starbound","play",4,0
"564",130280718,"ARK Survival Evolved","play",1.4,0
"565",81569401,"Counter-Strike","play",891,0
"566",186996848,"Dota 2","play",2.8,0
"567",108601099,"Empire Total War","play",293,0
"568",108560573,"Empire Total War","play",4.8,0
